CableId, Panel Id, Description, Location, Room, Affl, Dest Rack Id, CableId, Qty, Keystone
A095, LX863, LX BAR, CABLE NET, , ON CABLENET PICKUPS, ER401, A095, 3, 23
A096, LX863, LX BAR, CABLE NET, , ON CABLENET PICKUPS, ER401, A096, 3, 24
A097, LX863, LX BAR, CABLE NET, , ON CABLENET PICKUPS, ER401, A097, 3, 1
A098, TP001, TECH PANEL, SUB STAGE, B01, 300, ER401, A098, 1, 2
A099, TP002, TECH PANEL, SUB STAGE, B01, 300, ER401, A099, 1, 3
A100, TP003, TECH PANEL, SUB STAGE, B01, 300, ER401, A100, 1, 4
A101, TP201A, TECH PANEL (SM Panel), PERF LOCK, G23, 300, ER401, A101, 1, 5
A102, TP202, TECH PANEL (SM Panel), STAGE, G15, 300, ER401, A102, 1, 6
A103, TP203, TECH PANEL, STAGE, G15, 300, ER401, A103, 2, 7
A104, TP203, TECH PANEL, STAGE, G15, 300, ER401, A104, 2, 8
A105, TP204, TECH PANEL, STAGE, G15, 300, ER401, A105, 2, 9
A106, TP204, TECH PANEL, STAGE, G15, 300, ER401, A106, 2, 10
A107, TP251, TECH PANEL, FORESTAGE, B02, 300, ER401, A107, 8, 11
A108, TP251, TECH PANEL, FORESTAGE, B02, 300, ER401, A108, 8, 12
A109, TP251, TECH PANEL, FORESTAGE, B02, 300, ER401, A109, 8, 13
A110, TP251, TECH PANEL, FORESTAGE, B02, 300, ER401, A110, 8, 14
A111, TP251, TECH PANEL, FORESTAGE, B02, 300, ER401, A111, 8, 15
A112, TP251, TECH PANEL, FORESTAGE, B02, 300, ER401, A112, 8, 16
A113, TP251, TECH PANEL, FORESTAGE, B02, 300, ER401, A113, 8, 17
A114, TP251, TECH PANEL, FORESTAGE, B02, 300, ER401, A114, 8, 18
A115, TP252, TECH PANEL, FORESTAGE, B02, 300, ER401, A115, 8, 19
A116, TP252, TECH PANEL, FORESTAGE, B02, 300, ER401, A116, 8, 20
A117, TP252, TECH PANEL, FORESTAGE, B02, 300, ER401, A117, 8, 21
A118, TP252, TECH PANEL, FORESTAGE, B02, 300, ER401, A118, 8, 22
A119, TP252, TECH PANEL, FORESTAGE, B02, 300, ER401, A119, 8, 23
A120, TP252, TECH PANEL, FORESTAGE, B02, 300, ER401, A120, 8, 24
A121, TP252, TECH PANEL, FORESTAGE, B02, 300, ER401, A121, 8, 1
A122, TP252, TECH PANEL, FORESTAGE, B02, 300, ER401, A122, 8, 2
A123, TP601, TECH PANEL, TECH (GALLERY), 218, 300, ER401, A123, 2, 3
A124, TP601, TECH PANEL, TECH (GALLERY), 218, 300, ER401, A124, 2, 4
A125, TP602, TECH PANEL, TECH (GALLERY), 219, 300, ER401, A125, 2, 5
A126, TP602, TECH PANEL, TECH (GALLERY), 219, 300, ER401, A126, 2, 6
A127, TP603, TECH PANEL, TECH (GALLERY), 218, 300, ER401, A127, 2, 7
A128, TP603, TECH PANEL, TECH (GALLERY), 218, 300, ER401, A128, 2, 8
A129, TP604, TECH PANEL, TECH (GALLERY), 219, 300, ER401, A129, 2, 9
A130, TP604, TECH PANEL, TECH (GALLERY), 219, 300, ER401, A130, 2, 10
A131, TP851, TECH PANEL, CABLE NET, , 300, ER401, A131, 1, 11
A132, TP852, TECH PANEL, CABLE NET, , 300, ER401, A132, 1, 12
A133, TP853, TECH PANEL, CABLE NET, , 300, ER401, A133, 1, 13
A134, TP854, TECH PANEL, CABLE NET, , 300, ER401, A134, 1, 14
A135, , SPARE, , , , , A135, -1, 15
A136, , SPARE, , , , , A136, -1, 16
A137, , SPARE, , , , , A137, -1, 17
A138, , SPARE, , , , , A138, -1, 18
A139, , SPARE, , , , , A139, -1, 19
A140, , SPARE, , , , , A140, -1, 20
A141, , SPARE, , , , , A141, -1, 21
A142, , SPARE, , , , , A142, -1, 22
A143, , SPARE, , , , , A143, -1, 23
A144, , SPARE, , , , , A144, -1, 24
A145, BR701, LIGHTING, BREAK OUT, 204, CEILING, ER601, A145, 2, 1
A146, BR701, LIGHTING, BREAK OUT, 204, CEILING, ER601, A146, 2, 2
A147, BR704, LIGHTING, BREAK OUT, 204, CEILING, ER601, A147, 2, 3
A148, BR704, LIGHTING, BREAK OUT, 204, CEILING, ER601, A148, 2, 4
A149, , SPARE, , , , , A149, -1, 5
A150, , SPARE, , , , , A150, -1, 6
A151, , SPARE, , , , , A151, -1, 7
A152, , SPARE, , , , , A152, -1, 8
A153, , SPARE, , , , , A153, -1, 9
A154, , SPARE, , , , , A154, -1, 10
A155, , SPARE, , , , , A155, -1, 11
A156, , SPARE, , , , , A156, -1, 12
A157, , SPARE, , , , , A157, -1, 13
A158, , SPARE, , , , , A158, -1, 14
A159, , SPARE, , , , , A159, -1, 15
A160, , SPARE, , , , , A160, -1, 16
A161, , SPARE, , , , , A161, -1, 17
A162, , SPARE, , , , , A162, -1, 18
A163, , SPARE, , , , , A163, -1, 19
A164, , SPARE, , , , , A164, -1, 20
A165, , SPARE, , , , , A165, -1, 21
A166, , SPARE, , , , , A166, -1, 22
A167, , SPARE, , , , , A167, -1, 23
A168, , SPARE, , , , , A168, -1, 24
A169, CN611, TECH PANEL, CONFERENCE 1, 206, 300, EN601, A169, 8, 1
A170, CN611, TECH PANEL, CONFERENCE 1, 206, 300, EN601, A170, 8, 2
A171, CN611, TECH PANEL, CONFERENCE 1, 206, 300, EN601, A171, 8, 3
