           Id         Description                  Location                     Room          Affl          SourcePanelId DestinationPanelId CableType    
Cable:     TD1081     D: LX BAR                    L: STAGE                     R: G15        A: CEILING    FROM: LX801      TO: ER401      C: <cable typ
Cable:     TD1082     D: LX BAR                    L: STAGE                     R: G15        A: CEILING    FROM: LX801      TO: ER401      C: <cable typ
Cable:     TD1083     D: LX BAR                    L: STAGE                     R: G15        A: CEILING    FROM: LX801      TO: ER401      C: <cable typ
Cable:     TD1105     D: LX BAR                    L: STAGE                     R: G15        A: CEILING    FROM: LX802      TO: ER401      C: <cable typ
Cable:     TD1106     D: LX BAR                    L: STAGE                     R: G15        A: CEILING    FROM: LX802      TO: ER401      C: <cable typ
Cable:     TD1107     D: LX BAR                    L: STAGE                     R: G15        A: CEILING    FROM: LX802      TO: ER401      C: <cable typ
Cable:     TD1129     D: LX BAR                    L: STAGE                     R: G15        A: CEILING    FROM: LX803      TO: ER401      C: <cable typ
Cable:     TD1130     D: LX BAR                    L: STAGE                     R: G15        A: CEILING    FROM: LX803      TO: ER401      C: <cable typ
Cable:     TD1131     D: LX BAR                    L: STAGE                     R: G15        A: CEILING    FROM: LX803      TO: ER401      C: <cable typ
Cable:     TD1153     D: LX BAR                    L: STAGE                     R: G15        A: CEILING    FROM: LX804      TO: ER401      C: <cable typ
Cable:     TD1154     D: LX BAR                    L: STAGE                     R: G15        A: CEILING    FROM: LX804      TO: ER401      C: <cable typ
Cable:     TD1155     D: LX BAR                    L: STAGE                     R: G15        A: CEILING    FROM: LX804      TO: ER401      C: <cable typ
Cable:     TD1177     D: LX BAR (ORCH)             L: AUDITORIUM                R: G16        A: CEILING    FROM: LX851      TO: ER401      C: <cable typ
Cable:     TD1178     D: LX BAR (ORCH)             L: AUDITORIUM                R: G16        A: CEILING    FROM: LX851      TO: ER401      C: <cable typ
Cable:     TD1179     D: LX BAR (ORCH)             L: AUDITORIUM                R: G16        A: CEILING    FROM: LX851      TO: ER401      C: <cable typ
Cable:     TD1201     D: LX BAR                    L: CABLE NET                 R:            A: ON CABLENE FROM: LX861      TO: ER401      C: <cable typ
Cable:     TD1202     D: LX BAR                    L: CABLE NET                 R:            A: ON CABLENE FROM: LX861      TO: ER401      C: <cable typ
Cable:     TD1203     D: LX BAR                    L: CABLE NET                 R:            A: ON CABLENE FROM: LX861      TO: ER401      C: <cable typ
Cable:     TD1225     D: LX BAR                    L: CABLE NET                 R:            A: ON CABLENE FROM: LX862      TO: ER401      C: <cable typ
Cable:     TD1226     D: LX BAR                    L: CABLE NET                 R:            A: ON CABLENE FROM: LX862      TO: ER401      C: <cable typ
Cable:     TD1227     D: LX BAR                    L: CABLE NET                 R:            A: ON CABLENE FROM: LX862      TO: ER401      C: <cable typ
Cable:     TD1249     D: LX BAR                    L: CABLE NET                 R:            A: ON CABLENE FROM: LX863      TO: ER401      C: <cable typ
Cable:     TD1250     D: LX BAR                    L: CABLE NET                 R:            A: ON CABLENE FROM: LX863      TO: ER401      C: <cable typ
Cable:     TD1251     D: LX BAR                    L: CABLE NET                 R:            A: ON CABLENE FROM: LX863      TO: ER401      C: <cable typ
Cable:     TD1273     D: SPEAKER                   L: LEVEL 1 BALCONY           R:            A: ON BAR     FROM: SX451      TO: ER401      C: <cable typ
Cable:     TD1297     D: SPEAKER                   L: LEVEL 1 BALCONY           R:            A: ON BAR     FROM: SX452      TO: ER401      C: <cable typ
Cable:     TD1321     D: SPEAKER (ARRAY)           L: AUDITORIUM                R: G16        A: CEILING    FROM: SX851A     TO: ER401      C: <cable typ
Cable:     TD1345     D: SPEAKER (SUBS)            L: AUDITORIUM                R: G16        A: CEILING    FROM: SX851B     TO: ER401      C: <cable typ
Cable:     TD1369     D: SPEAKER                   L: AUDITORIUM                R: G16        A: CEILING    FROM: SX852      TO: ER401      C: <cable typ
Cable:     TD1393     D: SPEAKER                   L: AUDITORIUM                R: G16        A: CEILING    FROM: SX853      TO: ER401      C: <cable typ
Cable:     TD1417     D: SPEAKER                   L: AUDITORIUM                R: G16        A: CEILING    FROM: SX854      TO: ER401      C: <cable typ
Cable:     TD1441     D: SPEAKER (ARRAY)           L: AUDITORIUM                R: G16        A: CEILING    FROM: SX855A     TO: ER401      C: <cable typ
Cable:     TD1465     D: SPEAKER (SUBS)            L: AUDITORIUM                R: G16        A: CEILING    FROM: SX855B     TO: ER401      C: <cable typ
Cable:     TD1489     D: TECH PANEL                L: SUB STAGE                 R: B01        A: 300        FROM: TP001      TO: ER401      C: <cable typ
Cable:     DM937      D: TECH PANEL                L: SUB STAGE                 R: B01        A: 300        FROM: TP001      TO: ER401      C: <cable typ
Cable:     TD1513     D: TECH PANEL                L: SUB STAGE                 R: B01        A: 300        FROM: TP002      TO: ER401      C: <cable typ
Cable:     DM961      D: TECH PANEL                L: SUB STAGE                 R: B01        A: 300        FROM: TP002      TO: ER401      C: <cable typ
Cable:     TD1537     D: TECH PANEL                L: SUB STAGE                 R: B01        A: 300        FROM: TP003      TO: ER401      C: <cable typ
Cable:     DM985      D: TECH PANEL                L: SUB STAGE                 R: B01        A: 300        FROM: TP003      TO: ER401      C: <cable typ
Cable:     TD1561     D: TECH PANEL (SM Panel)     L: PERF LOCK                 R: G23        A: 300        FROM: TP201A     TO: ER401      C: <cable typ
Cable:     TD1562     D: TECH PANEL (SM Panel)     L: PERF LOCK                 R: G23        A: 300        FROM: TP201A     TO: ER401      C: <cable typ
Cable:     DM1009     D: TECH PANEL (SM Panel)     L: PERF LOCK                 R: G23        A: 300        FROM: TP201A     TO: ER401      C: <cable typ
Cable:     DM1010     D: TECH PANEL (SM Panel)     L: PERF LOCK                 R: G23        A: 300        FROM: TP201A     TO: ER401      C: <cable typ
Cable:     DM1011     D: TECH PANEL (SM Panel)     L: PERF LOCK                 R: G23        A: 300        FROM: TP201A     TO: ER401      C: <cable typ
Cable:     DM1012     D: TECH PANEL (SM Panel)     L: PERF LOCK                 R: G23        A: 300        FROM: TP201A     TO: ER401      C: <cable typ
Cable:     TD1585     D: TECH PANEL (SM Panel)     L: STAGE                     R: G15        A: 300        FROM: TP202      TO: ER401      C: <cable typ
Cable:     TD1586     D: TECH PANEL (SM Panel)     L: STAGE                     R: G15        A: 300        FROM: TP202      TO: ER401      C: <cable typ
Cable:     DM1033     D: TECH PANEL (SM Panel)     L: STAGE                     R: G15        A: 300        FROM: TP202      TO: ER401      C: <cable typ
Cable:     DM1034     D: TECH PANEL (SM Panel)     L: STAGE                     R: G15        A: 300        FROM: TP202      TO: ER401      C: <cable typ
Cable:     DM1035     D: TECH PANEL (SM Panel)     L: STAGE                     R: G15        A: 300        FROM: TP202      TO: ER401      C: <cable typ
Cable:     DM1036     D: TECH PANEL (SM Panel)     L: STAGE                     R: G15        A: 300        FROM: TP202      TO: ER401      C: <cable typ
Cable:     TD1609     D: TECH PANEL                L: STAGE                     R: G15        A: 300        FROM: TP203      TO: ER401      C: <cable typ
Cable:     TD1610     D: TECH PANEL                L: STAGE                     R: G15        A: 300        FROM: TP203      TO: ER401      C: <cable typ
Cable:     DM1057     D: TECH PANEL                L: STAGE                     R: G15        A: 300        FROM: TP203      TO: ER401      C: <cable typ
Cable:     DM1058     D: TECH PANEL                L: STAGE                     R: G15        A: 300        FROM: TP203      TO: ER401      C: <cable typ
Cable:     TD1633     D: TECH PANEL                L: STAGE                     R: G15        A: 300        FROM: TP204      TO: ER401      C: <cable typ
Cable:     TD1634     D: TECH PANEL                L: STAGE                     R: G15        A: 300        FROM: TP204      TO: ER401      C: <cable typ
Cable:     DM1081     D: TECH PANEL                L: STAGE                     R: G15        A: 300        FROM: TP204      TO: ER401      C: <cable typ
Cable:     DM1082     D: TECH PANEL                L: STAGE                     R: G15        A: 300        FROM: TP204      TO: ER401      C: <cable typ
Cable:     TD1657     D: TECH PANEL (Power Lock)   L: STAGE                     R: G15        A: 300        FROM: TP205      TO: ER401      C: <cable typ
Cable:     TD1681     D: TECH PANEL                L: FORESTAGE                 R: B02        A: 300        FROM: TP251      TO: ER401      C: <cable typ
Cable:     TD1682     D: TECH PANEL                L: FORESTAGE                 R: B02        A: 300        FROM: TP251      TO: ER401      C: <cable typ
Cable:     DM1105     D: TECH PANEL                L: FORESTAGE                 R: B02        A: 300        FROM: TP251      TO: ER401      C: <cable typ
Cable:     DM1106     D: TECH PANEL                L: FORESTAGE                 R: B02        A: 300        FROM: TP251      TO: ER401      C: <cable typ
Cable:     TD1705     D: TECH PANEL                L: FORESTAGE                 R: B02        A: 300        FROM: TP252      TO: ER401      C: <cable typ
Cable:     TD1706     D: TECH PANEL                L: FORESTAGE                 R: B02        A: 300        FROM: TP252      TO: ER401      C: <cable typ
Cable:     DM1129     D: TECH PANEL                L: FORESTAGE                 R: B02        A: 300        FROM: TP252      TO: ER401      C: <cable typ
Cable:     DM1130     D: TECH PANEL                L: FORESTAGE                 R: B02        A: 300        FROM: TP252      TO: ER401      C: <cable typ
Cable:     TD1729     D: TECH PANEL                L: TECH (GALLERY)            R: 218        A: 300        FROM: TP601      TO: ER401      C: <cable typ
Cable:     TD1730     D: TECH PANEL                L: TECH (GALLERY)            R: 218        A: 300        FROM: TP601      TO: ER401      C: <cable typ
Cable:     DM1153     D: TECH PANEL                L: TECH (GALLERY)            R: 218        A: 300        FROM: TP601      TO: ER401      C: <cable typ
Cable:     DM1154     D: TECH PANEL                L: TECH (GALLERY)            R: 218        A: 300        FROM: TP601      TO: ER401      C: <cable typ
Cable:     TD1753     D: TECH PANEL                L: TECH (GALLERY)            R: 219        A: 300        FROM: TP602      TO: ER401      C: <cable typ
Cable:     TD1754     D: TECH PANEL                L: TECH (GALLERY)            R: 219        A: 300        FROM: TP602      TO: ER401      C: <cable typ
Cable:     DM1177     D: TECH PANEL                L: TECH (GALLERY)            R: 219        A: 300        FROM: TP602      TO: ER401      C: <cable typ
Cable:     DM1178     D: TECH PANEL                L: TECH (GALLERY)            R: 219        A: 300        FROM: TP602      TO: ER401      C: <cable typ
Cable:     TD1777     D: TECH PANEL                L: TECH (GALLERY)            R: 218        A: 300        FROM: TP603      TO: ER401      C: <cable typ
Cable:     TD1778     D: TECH PANEL                L: TECH (GALLERY)            R: 218        A: 300        FROM: TP603      TO: ER401      C: <cable typ
Cable:     DM1201     D: TECH PANEL                L: TECH (GALLERY)            R: 218        A: 300        FROM: TP603      TO: ER401      C: <cable typ
Cable:     DM1202     D: TECH PANEL                L: TECH (GALLERY)            R: 218        A: 300        FROM: TP603      TO: ER401      C: <cable typ
Cable:     TD1801     D: TECH PANEL                L: TECH (GALLERY)            R: 219        A: 300        FROM: TP604      TO: ER401      C: <cable typ
Cable:     TD1802     D: TECH PANEL                L: TECH (GALLERY)            R: 219        A: 300        FROM: TP604      TO: ER401      C: <cable typ
Cable:     DM1225     D: TECH PANEL                L: TECH (GALLERY)            R: 219        A: 300        FROM: TP604      TO: ER401      C: <cable typ
Cable:     DM1226     D: TECH PANEL                L: TECH (GALLERY)            R: 219        A: 300        FROM: TP604      TO: ER401      C: <cable typ
Cable:     TD1825     D: TECH PANEL                L: FLY GALLERY               R:            A: 300        FROM: TP801      TO: ER401      C: <cable typ
Cable:     TD1826     D: TECH PANEL                L: FLY GALLERY               R:            A: 300        FROM: TP801      TO: ER401      C: <cable typ
Cable:     TD1849     D: TECH PANEL                L: FLY GALLERY               R:            A: 300        FROM: TP802      TO: ER401      C: <cable typ
Cable:     TD1850     D: TECH PANEL                L: FLY GALLERY               R:            A: 300        FROM: TP802      TO: ER401      C: <cable typ
Cable:     TD1873     D: TECH PANEL                L: FLY GALLERY               R:            A: 300        FROM: TP803      TO: ER401      C: <cable typ
Cable:     TD1874     D: TECH PANEL                L: FLY GALLERY               R:            A: 300        FROM: TP803      TO: ER401      C: <cable typ
Cable:     MF049      D: TECH PANEL                L: FLY GALLERY               R:            A: 300        FROM: TP803      TO: ER401      C: <cable typ
Cable:     MF050      D: TECH PANEL                L: FLY GALLERY               R:            A: 300        FROM: TP803      TO: ER401      C: <cable typ
Cable:     MF051      D: TECH PANEL                L: FLY GALLERY               R:            A: 300        FROM: TP803      TO: ER401      C: <cable typ
Cable:     MF052      D: TECH PANEL                L: FLY GALLERY               R:            A: 300        FROM: TP803      TO: ER401      C: <cable typ
Cable:     TD1897     D: TECH PANEL                L: FLY GALLERY               R:            A: 300        FROM: TP804      TO: ER401      C: <cable typ
Cable:     TD1898     D: TECH PANEL                L: FLY GALLERY               R:            A: 300        FROM: TP804      TO: ER401      C: <cable typ
Cable:     MF073      D: TECH PANEL                L: FLY GALLERY               R:            A: 300        FROM: TP804      TO: ER401      C: <cable typ
Cable:     MF074      D: TECH PANEL                L: FLY GALLERY               R:            A: 300        FROM: TP804      TO: ER401      C: <cable typ
Cable:     MF075      D: TECH PANEL                L: FLY GALLERY               R:            A: 300        FROM: TP804      TO: ER401      C: <cable typ
Cable:     MF076      D: TECH PANEL                L: FLY GALLERY               R:            A: 300        FROM: TP804      TO: ER401      C: <cable typ
Cable:     TD1921     D: TECH PANEL                L: CABLE NET                 R:            A: 300        FROM: TP851      TO: ER401      C: <cable typ
Cable:     TD1922     D: TECH PANEL                L: CABLE NET                 R:            A: 300        FROM: TP851      TO: ER401      C: <cable typ
Cable:     TD1923     D: TECH PANEL                L: CABLE NET                 R:            A: 300        FROM: TP851      TO: ER401      C: <cable typ
Cable:     TD1924     D: TECH PANEL                L: CABLE NET                 R:            A: 300        FROM: TP851      TO: ER401      C: <cable typ
Cable:     TD1945     D: TECH PANEL                L: CABLE NET                 R:            A: 300        FROM: TP852      TO: ER401      C: <cable typ
Cable:     TD1946     D: TECH PANEL                L: CABLE NET                 R:            A: 300        FROM: TP852      TO: ER401      C: <cable typ
Cable:     TD1947     D: TECH PANEL                L: CABLE NET                 R:            A: 300        FROM: TP852      TO: ER401      C: <cable typ
Cable:     TD1948     D: TECH PANEL                L: CABLE NET                 R:            A: 300        FROM: TP852      TO: ER401      C: <cable typ
Cable:     TD1969     D: TECH PANEL                L: CABLE NET                 R:            A: 300        FROM: TP853      TO: ER401      C: <cable typ
Cable:     TD1970     D: TECH PANEL                L: CABLE NET                 R:            A: 300        FROM: TP853      TO: ER401      C: <cable typ
Cable:     TD1971     D: TECH PANEL                L: CABLE NET                 R:            A: 300        FROM: TP853      TO: ER401      C: <cable typ
Cable:     TD1972     D: TECH PANEL                L: CABLE NET                 R:            A: 300        FROM: TP853      TO: ER401      C: <cable typ
Cable:     MF097      D: TECH PANEL                L: CABLE NET                 R:            A: 300        FROM: TP853      TO: ER401      C: <cable typ
Cable:     MF098      D: TECH PANEL                L: CABLE NET                 R:            A: 300        FROM: TP853      TO: ER401      C: <cable typ
Cable:     MF099      D: TECH PANEL                L: CABLE NET                 R:            A: 300        FROM: TP853      TO: ER401      C: <cable typ
Cable:     MF100      D: TECH PANEL                L: CABLE NET                 R:            A: 300        FROM: TP853      TO: ER401      C: <cable typ
Cable:     TD1993     D: TECH PANEL                L: CABLE NET                 R:            A: 300        FROM: TP854      TO: ER401      C: <cable typ
Cable:     TD1994     D: TECH PANEL                L: CABLE NET                 R:            A: 300        FROM: TP854      TO: ER401      C: <cable typ
Cable:     TD1995     D: TECH PANEL                L: CABLE NET                 R:            A: 300        FROM: TP854      TO: ER401      C: <cable typ
Cable:     TD1996     D: TECH PANEL                L: CABLE NET                 R:            A: 300        FROM: TP854      TO: ER401      C: <cable typ
Cable:     MF121      D: TECH PANEL                L: CABLE NET                 R:            A: 300        FROM: TP854      TO: ER401      C: <cable typ
Cable:     MF122      D: TECH PANEL                L: CABLE NET                 R:            A: 300        FROM: TP854      TO: ER401      C: <cable typ
Cable:     MF123      D: TECH PANEL                L: CABLE NET                 R:            A: 300        FROM: TP854      TO: ER401      C: <cable typ
Cable:     MF124      D: TECH PANEL                L: CABLE NET                 R:            A: 300        FROM: TP854      TO: ER401      C: <cable typ
